Description,Brand,Price,Img url,Country
Imtenan Green Coffee - 250 gram,Imtenan,257.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdc/h31/28222562730014/580552_main.jpg_200Wx200H,Egypt
Elabd Maamoul - 12 Pieces,Unknown,72.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/h6d/48561245945886/200Wx200H_605944_main.jpg,Egypt
Dayma Coriander Milled - 150 gram,Unknown,49.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h35/34030319206430/591220_main.jpg_200Wx200H,Egypt
Roots Mint Green Tea - 12 Envelopes,Roots,11.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/h61/14584203640862/364915_main.jpg_200Wx200H,Egypt
Zamzam Cardamom - 40 gram,Zamzam,66.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h33/hc1/14855186382878/547113_main.jpg_200Wx200H,Egypt
Dayma Cumin Milled - 40 gram,Unknown,28.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h98/34030280212510/591209_main.jpg_200Wx200H,Egypt
Abu Auf Walnuts Honey - 250 gram,Abu auf,54.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9c/h55/27008412287006/485777_main.jpg_200Wx200H,Egypt
Delicia Masreya Snails Pasta - 500 gram,Unknown,18.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h36/h00/32729648267294/591322_main.jpg_200Wx200H,Egypt
Torta Cocoa Rolled Cake - 1 Piece,Unknown,2.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h00/h0e/49083342127134/200Wx200H_609599_main.jpg,Egypt
Bimbo Mini Biscuit Original - Large - 1 Piece x 24 Counts,Bimbo,61.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/h16/50947260022814/200Wx200H_589191_main.jpg,Egypt
Haj Arafa Chickpeas - 500 Gram,Unknown,79.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/h0e/14787034218526/540236_main.jpg_200Wx200H,Egypt
Abu Ali Vanilla Sugar - 250 gram,Abu ali,121.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h66/h2a/14952277245982/283420_main.jpg_200Wx200H,Egypt
Haj Arafa Meat Spices - 65 Gram,Unknown,21.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h03/hf4/14953933275166/539391_main.jpg_200Wx200H,Egypt
Almwazen Black Tea - 250 gram,Unknown,55.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf9/hc2/49772086493214/200Wx200H_609128_main.jpg,Egypt
Novy Blazo King Size - 6 Piece,Unknown,25.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h77/h5e/48996363796510/200Wx200H_609590_main.jpg,Egypt
Fun Fruit Mint Chocolate - 12 Count,Unknown,178.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/he3/49406500438046/200Wx200H_571600_main.jpg,Egypt
Delicia Masreya Linguini Pasta - 500 gram,Unknown,17.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha1/h35/48028859662366/200Wx200H_605902_main.jpg,Egypt
Zamzam Turmeric - 70 Gram,Zamzam,17.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf3/h98/15173364514846/547099_main.jpg_200Wx200H,Egypt
Hohos Mix Chocolate Cake - 8 Pieces,Molto,54.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h34/hb0/50538061037598/200Wx200H_617872_main.jpg,Egypt
SHAMADAN WAFER FILLED W/VANILLIA*6,El shamadan,35.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h5e/49386850189342/200Wx200H_482613_main.jpg,Egypt
Delicia Masreya Rings Pasta - 500 gram,Unknown,18.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcd/h69/32729647284254/591323_main.jpg_200Wx200H,Egypt
El Abd Maamoul,Unknown,6.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/h03/48146543443998/200Wx200H_605943_main.jpg,Egypt
Abu Auf 3 in 1 Instant Coffee - 18 gram,Abu auf,7.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h43/31615327010846/570763_main.jpg_200Wx200H,Egypt
Fun Fruit Chocolate Filled with Orange Cream - 12 Pieces,Unknown,179.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/hb2/49406501421086/200Wx200H_571787_main.jpg,Egypt
Abu Ali Paprika - 145 gram,Abu ali,59.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h70/h19/14952277737502/283416_main.jpg_200Wx200H,Egypt
Al Asari Dust Tea - 100gm,Unknown,22.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h60/h33/51860378550302/200Wx200H_609123_main.jpg,Egypt
Dayma Coriander Milled - 35 gram,Unknown,24.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h26/h3f/34030322548766/591210_main.jpg_200Wx200H,Egypt
Haj Arafa Onion - 75 Gram,Unknown,16.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3b/h22/14953346859038/539395_main.jpg_200Wx200H,Egypt
Dayma Cinnamon Milled - 35 gram,Unknown,28.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hea/h54/34030284865566/591213_main.jpg_200Wx200H,Egypt
Dayma Cardamom - 30 gram,Unknown,72.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6b/ha9/34030321500190/591216_main.jpg_200Wx200H,Egypt
Haj Arafa Ginger - 60 Gram,Unknown,26.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h20/h07/14953346072606/539400_main.jpg_200Wx200H,Egypt
Haj Arafa Coriander Powder - 200gm,Unknown,44.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/heb/h5a/50311408812062/200Wx200H_613883_main.jpg,Egypt
Corona Couverture White Chocolate for Cooking - 150 gram,Corona,34.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h14/h97/49406514888734/200Wx200H_604640_main.jpg,Egypt
Hajarafa Masala Tea Light - 200gm,Unknown,191.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hec/h4a/46169302106142/200Wx200H_602089_main.jpg,Egypt
Abu Auf Wild Almond Honey - 250 gram,Abu auf,54.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha6/h44/27008412778526/485776_main.jpg_200Wx200H,Egypt
Haj Arafa Thyme - 25 gram,Unknown,16.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h86/he4/14953348333598/539399_main.jpg_200Wx200H,Egypt
Tag Elmelouk Cake Improver - 18 Gram - 24 Counts,Tag Elmelouk,64.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb0/hf2/14597123473438/546817_main.jpg_200Wx200H,Egypt
Hajarafa Protein Bar - Coffee - 65gm,Unknown,40.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h69/hb7/46673764745246/200Wx200H_602091_main.jpg,Egypt
Haj Arafa Masala Spices - 70 Gram,Unknown,38.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h52/ha7/14953349644318/539392_main.jpg_200Wx200H,Egypt
Bab Elsham Dry Dressing - Mediterranian Island - 15 gram,Bab El Sham,11.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/h63/28490833002526/580333_main.jpg_200Wx200H,Egypt
Daria Foul With salsa 400g,Daria,16.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/h0f/29791113805854/579162_main.jpg_200Wx200H,Egypt
Novy Blazo - 1 Piece,Unknown,3.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/h11/49083339440158/200Wx200H_609587_main.jpg,Egypt
ElMatbakh Beans - 350gm,Unknown,22.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/h79/34710143238174/470379_main.jpg_200Wx200H,Egypt
Abu Ali Cardamom Spices 125g,Abu ali,172.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/h1f/14952277573662/283417_main.jpg_200Wx200H,Egypt
Roots Regime Natural Herbal - 30 Tea Bags,Roots,24.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/h1b/14489604358174/508309_main.jpg_200Wx200H,Egypt
Haj Arafa Curry Spices - 75 Gram,Unknown,38.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h10/h5c/14953345253406/539393_main.jpg_200Wx200H,Egypt
Haj Arafa Kabsa Spices - 65 gram,Unknown,22.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/h1b/14953346695198/539405_main.jpg_200Wx200H,Egypt
Imtenan Cinnamon - 100 Gram,Imtenan,81.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h13/h3e/14675731120158/435265_main.jpg_200Wx200H,Egypt
Hajarafa Protein Bar - Chocolate - 65gm,Unknown,40.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4a/h61/46473164554270/200Wx200H_602090_main.jpg,Egypt
Daria Foul Cumin and Lemon - 400 gram,Daria,16.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he9/h0b/29791113969694/579160_main.jpg_200Wx200H,Egypt
Abu Ali Ginger Powder 80g,Abu ali,37.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h65/hef/14952259452958/37111_main.jpg_200Wx200H,Egypt
El Shamadan HD Wafer Filled With Vanilla Cream 1 Piece,El shamadan,7.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb8/h29/16377245499422/482614_main.jpg_200Wx200H,Egypt
Haj Arafa Light Special Coffee - 100 gram,Unknown,57.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h16/hec/50143348883486/200Wx200H_616527_main.jpg,Egypt
Roots Green Tea - 12 Tea Bags,Roots,11.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/h0a/14584233558046/364914_main.jpg_200Wx200H,Egypt
Abu Ali Sumac 80g,Abu ali,46.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/he5/14952403828766/37116_main.jpg_200Wx200H,Egypt
Abu Ali Vanilla Sugar - 135 gm,Abu ali,75.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h66/hb6/10223100723230/18484_main.jpg_200Wx200H,Egypt
Dayma Red Chili Milled - 40 gram,Unknown,25.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hef/h9e/34030321827870/591211_main.jpg_200Wx200H,Egypt
Abu Auf Pecan Honey - 250 gram,Abu auf,54.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h59/27008412123166/485774_main.jpg_200Wx200H,Egypt
Abu Ali Dried Garlic Spices 110g,Abu ali,54.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/heb/h95/14952399011870/375490_main.jpg_200Wx200H,Egypt
Abu Ali Premium Coriander Spices 130g,Abu ali,47.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h64/14952400486430/18533_main.jpg_200Wx200H,Egypt
Haj Arafa Hot Chocolate Light - 200 gram,Unknown,112.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/h06/44651819466782/200Wx200H_592598_main.jpg,Egypt
Wadi Food Sundried Tomatoes with Olive Oil - 325 gram,Wadi Food,117.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9f/hfe/14786752675870/17384_main.jpg_200Wx200H,Egypt
Abu Ali Dried Onion Powder - 210 gram,Abu ali,134.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/h7c/14952276918302/283422_main.jpg_200Wx200H,Egypt
Abu Ali Dried Onion Powder - 110 gram,Abu ali,77.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha5/h4d/14952316141598/375491_main.jpg_200Wx200H,Egypt
Zamzam Thyme - 30 gram,Zamzam,15.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h30/he5/31479219191838/547114_main.jpg_200Wx200H,Egypt
Novy Blazo King Size - 1 Piece,Unknown,4.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha1/hbf/48996361338910/200Wx200H_609589_main.jpg,Egypt
Hajarafa Protein Bar Lotus - 65gm,Unknown,40.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h46/h55/46169371901982/200Wx200H_602093_main.jpg,Egypt
Haj Arafa Demi Glass powder - 85 Gram,Unknown,38.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7c/hf5/14953348825118/539387_main.jpg_200Wx200H,Egypt
Roots Green Tea Zero - 30 Envolopes,Roots,31.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h82/h18/14499622551582/437295_main.jpg_200Wx200H,Egypt
Zamzam Ground Ginger - 70 gram,Zamzam,27.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h05/hbe/31479218536478/547098_main.jpg_200Wx200H,Egypt
Abu Auf Sahara Delights Chocolate Dates - 300 gram,Abu auf,84.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd1/h76/48561169301534/200Wx200H_524191_main.jpg,Egypt
Haj Arafa Kofta Spices - 65 Gram,Unknown,21.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he2/hb1/14953349316638/539404_main.jpg_200Wx200H,Egypt
Abu Auf Pretzels - Bbq - 55gm,Abu auf,7.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h84/hd7/49654380232734/200Wx200H_613589_main.jpg,Egypt
Abu Auf Pretzels - Vinegar and Salt - 55gm,Abu auf,7.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9b/h1b/49654379577374/200Wx200H_613587_main.jpg,Egypt
Imtenan Cinnamon brown sugar 100gm,Imtenan,29.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h57/ha0/14675733479454/435262_main.jpg_200Wx200H,Egypt
Haj Arafa Spaghetti Oat Pasta - 400 gram,Unknown,63.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/h94/15337974202398/560988_main.jpg_200Wx200H,Egypt
Haj Arafa Fish Spices - 65 Gram,Unknown,22.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb9/had/14953349480478/539385_main.jpg_200Wx200H,Egypt
Thabesha Salt - 100 gram - 3 Pieces,Nour,56.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h4e/31558792085534/541232_main.jpg_200Wx200H,Egypt
Dayma Thyme Milled - 20 gram,Unknown,22.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/hf3/34030320713758/591212_main.jpg_200Wx200H,Egypt
Abu Ali Kabssa Spices Mix - 40g,Abu ali,17.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/h04/34873265881118/200Wx200H_108225_main.jpg,Egypt
Imtenan Beef Spice - 100 gram,Imtenan,67.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1c/hf7/14953385820190/551686_main.jpg_200Wx200H,Egypt
Abu Auf Pretzels Sea Salt - 55gm,Abu auf,7.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf5/h56/49716767653918/200Wx200H_613590_main.jpg,Egypt
Imtenan Hibiscus Flavour Herbal Tea Bags - 16 Count,Imtenan,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2e/h09/14499753066526/552667_main.jpg_200Wx200H,Egypt
Zamzam Seven Spices - 70 gram,Zamzam,27.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/hc5/32361896869918/547101_main.jpg_200Wx200H,Egypt
Dayma Paprika Milled - 40 gram,Unknown,30.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/h18/34030283718686/591208_main.jpg_200Wx200H,Egypt
Fun Fruit Coconut Chocolate - 12 Pieces,Unknown,179.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h0a/49406497685534/200Wx200H_570843_main.jpg,Egypt
Abu Auf Pretzels - Ketchup - 55gm,Abu auf,7.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/hd6/49654376300574/200Wx200H_613592_main.jpg,Egypt
Abu Ali Dried Garlic Powder - 200 gram,Abu ali,86.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcb/h30/14952277082142/283421_main.jpg_200Wx200H,Egypt
Imtenan Organic  Ginger - 70 gram,Imtenan,55.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h81/hb1/27008563347486/435253_main.jpg_200Wx200H,Egypt
Hajarafa Protein Bar Cookies - 65gm,Unknown,40.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/hff/46169298763806/200Wx200H_602092_main.jpg,Egypt
Haj Arafa Energy Honey - 500gm,Unknown,269.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbe/ha0/49716812611614/200Wx200H_613876_main.jpg,Egypt
Abu Auf Pretzels - Cheese - 55gm,Abu auf,7.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h4d/49654378594334/200Wx200H_613586_main.jpg,Egypt
Dayma Turmeric Ground - 45 gram,Unknown,26.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5b/h7f/34030282801182/591215_main.jpg_200Wx200H,Egypt
Hohos Mix Chocolate Cake,Molto,7.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hc5/50538061692958/200Wx200H_617873_main.jpg,Egypt
Dayma Ginger Milled - 30 gram,Unknown,23.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h22/34030283489310/591214_main.jpg_200Wx200H,Egypt
Daria Foul with Hot sauce - 400 Gram,Daria,16.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h51/h46/29791114297374/579159_main.jpg_200Wx200H,Egypt
Abu Ali Cinnamon - 70 gram,Abu ali,64.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/h12/14952277901342/283412_main.jpg_200Wx200H,Egypt
Imtenan Honey Pistachio 250 g,Imtenan,243.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h77/10066531876894/262303_main.jpg_200Wx200H,Egypt
Imtenan Fish Spices - 100 Gram,Imtenan,55.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hb3/14953386246174/551689_main.jpg_200Wx200H,Egypt
Abu Ali Tikka Spices - 40 gram,Abu ali,17.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h82/ha8/14952271151134/108222_main.jpg_200Wx200H,Egypt
Haj Arafa Green Thyme - 150gm,Unknown,38.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h95/hc4/50311407829022/200Wx200H_613880_main.jpg,Egypt
Abu Auf Marjoram Honey - 500 gram,Abu auf,67.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h73/h08/14854074204190/482360_main.jpg_200Wx200H,Egypt
Tahbisha Natural and Milled Table Salt With Cumin - 100 gram,Ta7Bisha,25.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h89/h2a/14952383381534/473426_main.jpg_200Wx200H,Egypt
Haj Arafa Black Seed - 85 Gram,Unknown,22.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6c/h85/14953347678238/539401_main.jpg_200Wx200H,Egypt
Dayma Black Pepper Grinder - 50 gram,Unknown,52.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h78/h8f/51756410798110/200Wx200H_591206_main.jpg,Egypt
Mimix Butter Cream Bonbon - 20 gram - Pack of 12,Mimix,60.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfd/hab/49986563932190/200Wx200H_350909_main.jpg,Egypt
El Maleka Elbow Pasta - 400 gram,Elmaleka,12.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2d/h51/50538060382238/200Wx200H_617928_main.jpg,Egypt
Abu Auf Pretzels Sea Salt - 30gm,Abu auf,4.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3b/h17/51466977280030/200Wx200H_613583_main.jpg,Egypt
Abu Ali Tandoori Spices Mix - 140 gram,Abu ali,71.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/h1d/14952260108318/410635_main.jpg_200Wx200H,Egypt
Haj Arafa Honey With Nuts - 500gm,Unknown,194.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/heb/h95/49716809334814/200Wx200H_613878_main.jpg,Egypt
Dayma Himalayan Pink Salt - 110 gram,Unknown,74.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hfd/34030477377566/594618_main.jpg_200Wx200H,Egypt
Haj Arafa Hony With Wax - 500gm,Unknown,137.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/heb/49716811300894/200Wx200H_613879_main.jpg,Egypt
Zamzam Cinnamon - 65gm,Zamzam,18.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/hfa/46472948613150/200Wx200H_547107_main.jpg,Egypt
Haj Arafa Whole Grain Oat - 500 gram,Unknown,63.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/h57/51925621407774/200Wx200H_616538_main.jpg,Egypt
Abu Auf Honey Nigella Sativa - 250 Gram,Abu auf,36.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h76/27008516128798/485779_main.jpg_200Wx200H,Egypt
Hajarafa Sahlab Lite - 300gm,Unknown,51.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h7b/46169373868062/200Wx200H_602095_main.jpg,Egypt
Abu Ali Thyme - 60 gram,Abu ali,36.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3a/h35/14952273444894/283409_main.jpg_200Wx200H,Egypt
Tahbisha Natural and Milled Table Salt With Pepper - 100 gram,Ta7Bisha,25.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3e/hf8/14952393768990/473425_main.jpg_200Wx200H,Egypt
Imtenan Cinnamon Tea - 18 Tea Bag,Imtenan,45.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf2/ha5/14675955154974/552668_main.jpg_200Wx200H,Egypt
Haj Arafa Honey with Black Seed - 500 gram,Unknown,121.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h91/50042229719070/200Wx200H_611909_main.jpg,Egypt
Ahlawy Wafer with Chocolate - 23 gram - 12 Pieces,Americana,36.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h6e/49899369234462/200Wx200H_615228_main.jpg,Egypt
Haj Arafa Shawarma spices - 55 Gram,Unknown,22.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h41/h46/14953390964766/539389_main.jpg_200Wx200H,Egypt
Imtenan Thyme Honey Infusion - 250 gram,Imtenan,65.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he9/hc9/14854123749406/262308_main.jpg_200Wx200H,Egypt
ITALIANO CANNELONI 250G,Italiano,28.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h70/h0b/9224551825438/492695_main.jpg_200Wx200H,Egypt
Shabah Mega Vanillia Wafer - 6 Pieces,El shamadan,38.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he3/hed/49899334271006/200Wx200H_614898_main.jpg,Egypt
Haj Arafa Green Coffee - 250 gram,Unknown,151.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6e/h8d/49772130959390/200Wx200H_613887_main.jpg,Egypt
Haj Arafa Granola Nuts - 300 gram,Unknown,108.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h25/h33/33681953751070/592594_main.jpg_200Wx200H,Egypt
Haj Arafa Meat Stock Powder Mix - 100 gram,Unknown,27.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h51/14953332932638/507797_main.jpg_200Wx200H,Egypt
Haj Arafa Light Coffee - 50 gram,Unknown,21.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb7/hb2/50143276302366/200Wx200H_616532_main.jpg,Egypt
Abu Auf Pretzels - Chili and Lemon - 55gm,Abu auf,7.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7b/h28/49654379905054/200Wx200H_613588_main.jpg,Egypt
Ahlawy Wafer with Chocolate - 23 gram,Americana,3.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/hd7/49899368251422/200Wx200H_615229_main.jpg,Egypt
Abu Ali Mixed Spices - 90 gram,Abu ali,48.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/h23/14952277409822/37101_main.jpg_200Wx200H,Egypt
Zamzam Spices - 70 gram,Zamzam,29.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/hbd/15396832215070/547096_main.jpg_200Wx200H,Egypt
Abu Auf Instant Coffee 2 x 1 - 10 gram,Abu auf,6.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb7/h0b/31511660658718/570759_main.jpg_200Wx200H,Egypt
Haj Arafa Cinnamon - 85gm,Unknown,72.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h22/h68/50311408451614/200Wx200H_613882_main.jpg,Egypt
Bisco Misr Nice Coconut Biscuits - 6 Biscuits,Biscomisr,4.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/h51/50311544242206/200Wx200H_616717_main.jpg,Egypt
Dayma Rice - 1 Kg,Unknown,42.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h39/hf9/34030281392158/591100_main.jpg_200Wx200H,Egypt
Shabah Mega Hazelnut Wafer - 6 Pieces,El shamadan,38.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2a/h41/49899332304926/200Wx200H_614896_main.jpg,Egypt
Haj Arafa Light Special Coffee - 50 gram,Unknown,28.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he6/h6d/50143342788638/200Wx200H_616534_main.jpg,Egypt
Haj Arafa Paprika Oil - 150ml,Unknown,202.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/hf1/14953938518046/540227_main.jpg_200Wx200H,Egypt
Gawaher Elbow Pasta - 350 gram,Unknown,10.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5a/hd2/29147329855518/469045_main.jpg_200Wx200H,Egypt
Haj Arafa Oat Flour - 500 gram,Unknown,80.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h52/haa/50143349866526/200Wx200H_616536_main.jpg,Egypt
Haj Arafa Oat Fusili Pasta - 400 gram,Unknown,63.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h37/h80/34674369265694/560990_main.jpg_200Wx200H,Egypt
Haj Arafa Sidr Mountain Honey - 500 gram,Unknown,316.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdf/h30/49772123455518/200Wx200H_613877_main.jpg,Egypt
Haj Arafa Tahbysha Spices - 100 gram,Unknown,48.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h68/14953332277278/539407_main.jpg_200Wx200H,Egypt
Haj Arafa Arabic Coffee - 250gm,Unknown,191.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h70/h81/49716810317854/200Wx200H_613889_main.jpg,Egypt
Haj Arafa Creamy Chicken Soup - 100 Gram,Unknown,38.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h92/hf9/14953348988958/539403_main.jpg_200Wx200H,Egypt
Abu Ali Hawawshi Spices - 40 gram,Abu ali,17.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/hdf/14952403664926/108227_main.jpg_200Wx200H,Egypt
